,effectiveCandidates,party,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
553,['JORGE MANUEL GUERREIRO COSTA'],PCP-PEV,0,PCP-PEV,1,0,6.86,0,7.15,1061,"{'availableMandates': 0, 'blankVotes': 396, 'blankVotesPercentage': 2.56, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 238, 'nullVotesPercentage': 1.54, 'numberParishes': 4, 'numberVoters': 15466, 'percentageVoters': 40.9}",Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9
554,['ÁLVARO JOSE MARTINS VIEGAS'],PPD/PSD.MPT.PPM.A,0,PPD/PSD.MPT.PPM.A,1,2,21.58,0,22.51,3338,"{'availableMandates': 0, 'blankVotes': 396, 'blankVotesPercentage': 2.56, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 238, 'nullVotesPercentage': 1.54, 'numberParishes': 4, 'numberVoters': 15466, 'percentageVoters': 40.9}",Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9
555,['ANTÓNIO MIGUEL VENTURA PINA'],PS,1,PS,1,5,49.2,1,51.3,7609,"{'availableMandates': 0, 'blankVotes': 396, 'blankVotesPercentage': 2.56, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 238, 'nullVotesPercentage': 1.54, 'numberParishes': 4, 'numberVoters': 15466, 'percentageVoters': 40.9}",Olhão,Faro,0,396,2.56,,False,238,1.54,4,15466,40.9
556,['JOÃO MANUEL DUARTE VASCONCELOS'],B.E.,0,B.E.,1,0,6.82,0,7.13,1471,"{'availableMandates': 0, 'blankVotes': 604, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 345, 'nullVotesPercentage': 1.6, 'numberParishes': 3, 'numberVoters': 21578, 'percentageVoters': 42.97}",Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97
557,['LUÍS MANUEL CARVALHO CARITO'],CDS-PP.NC.A,0,CDS-PP.NC.A,1,1,13.03,0,13.63,2811,"{'availableMandates': 0, 'blankVotes': 604, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 345, 'nullVotesPercentage': 1.6, 'numberParishes': 3, 'numberVoters': 21578, 'percentageVoters': 42.97}",Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97
558,['PEDRO HUMBERTO CASTELO TERRAS XAVIER'],CH,0,CH,1,1,10.16,0,10.63,2192,"{'availableMandates': 0, 'blankVotes': 604, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 345, 'nullVotesPercentage': 1.6, 'numberParishes': 3, 'numberVoters': 21578, 'percentageVoters': 42.97}",Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97
559,['RICARDO NUNO DO NASCIMENTO VIEIRA DA CONCEIÇÃO CÂNDIDO'],PAN,0,PAN,1,0,3.07,0,3.21,662,"{'availableMandates': 0, 'blankVotes': 604, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 345, 'nullVotesPercentage': 1.6, 'numberParishes': 3, 'numberVoters': 21578, 'percentageVoters': 42.97}",Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97
560,['NUNO FILIPE CARRILHO CORDAS'],PCP-PEV,0,PCP-PEV,1,0,5.11,0,5.34,1102,"{'availableMandates': 0, 'blankVotes': 604, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 345, 'nullVotesPercentage': 1.6, 'numberParishes': 3, 'numberVoters': 21578, 'percentageVoters': 42.97}",Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97
561,['RUI MIGUEL DA SILVA ANDRÉ'],PPD/PSD.MPT.PPM,0,PPD/PSD.MPT.PPM,1,2,17.54,0,18.35,3785,"{'availableMandates': 0, 'blankVotes': 604, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 345, 'nullVotesPercentage': 1.6, 'numberParishes': 3, 'numberVoters': 21578, 'percentageVoters': 42.97}",Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97
562,['ISILDA MARIA PRAZERES DOS SANTOS VARGES GOMES'],PS,1,PS,1,5,39.88,1,41.72,8606,"{'availableMandates': 0, 'blankVotes': 604, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 345, 'nullVotesPercentage': 1.6, 'numberParishes': 3, 'numberVoters': 21578, 'percentageVoters': 42.97}",Portimão,Faro,0,604,2.8,,False,345,1.6,3,21578,42.97
563,['FÁTIMA FILIPA ALFARROBA SILVA'],B.E.,0,B.E.,1,0,2.0,0,2.09,299,"{'availableMandates': 0, 'blankVotes': 448, 'blankVotesPercentage': 2.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 226, 'nullVotesPercentage': 1.51, 'numberParishes': 6, 'numberVoters': 14980, 'percentageVoters': 48.39}",Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39
564,['PAULA CRISTINA DOS SANTOS SOUSA'],CDS-PP.PPM.A,0,CDS-PP.PPM.A,1,0,1.82,0,1.91,273,"{'availableMandates': 0, 'blankVotes': 448, 'blankVotesPercentage': 2.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 226, 'nullVotesPercentage': 1.51, 'numberParishes': 6, 'numberVoters': 14980, 'percentageVoters': 48.39}",Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39
565,['JOSÉ PAULO BARBOSA MOREIRA DE SOUSA'],CH,0,CH,1,0,5.1,0,5.34,764,"{'availableMandates': 0, 'blankVotes': 448, 'blankVotesPercentage': 2.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 226, 'nullVotesPercentage': 1.51, 'numberParishes': 6, 'numberVoters': 14980, 'percentageVoters': 48.39}",Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39
566,['ANTÓNIO MANUEL PRATA SEQUEIRA'],IL,0,IL,1,0,1.33,0,1.39,199,"{'availableMandates': 0, 'blankVotes': 448, 'blankVotesPercentage': 2.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 226, 'nullVotesPercentage': 1.51, 'numberParishes': 6, 'numberVoters': 14980, 'percentageVoters': 48.39}",Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39
567,['ROSA CRISTINA GONÇALVES DA PALMA'],PCP-PEV,1,PCP-PEV,1,4,43.1,1,45.13,6457,"{'availableMandates': 0, 'blankVotes': 448, 'blankVotesPercentage': 2.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 226, 'nullVotesPercentage': 1.51, 'numberParishes': 6, 'numberVoters': 14980, 'percentageVoters': 48.39}",Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39
568,['JOÃO CARLOS SAIÃO RODRIGUES GARCIA'],PPD/PSD,0,PPD/PSD,1,2,23.18,0,24.28,3473,"{'availableMandates': 0, 'blankVotes': 448, 'blankVotesPercentage': 2.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 226, 'nullVotesPercentage': 1.51, 'numberParishes': 6, 'numberVoters': 14980, 'percentageVoters': 48.39}",Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39
569,['LUÍS JOSÉ MARTINS GUERREIRO'],PS,0,PS,1,1,18.97,0,19.86,2841,"{'availableMandates': 0, 'blankVotes': 448, 'blankVotesPercentage': 2.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 226, 'nullVotesPercentage': 1.51, 'numberParishes': 6, 'numberVoters': 14980, 'percentageVoters': 48.39}",Silves,Faro,0,448,2.99,,False,226,1.51,6,14980,48.39
570,['FRANCISCO FRAGOSO LAPLAINE GUIMARÃES'],CDS-PP,0,CDS-PP,1,0,0.61,0,0.64,30,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 50, 'nullVotesPercentage': 1.02, 'numberParishes': 1, 'numberVoters': 4884, 'percentageVoters': 51.97}",São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97
571,['BRÁULIO DE JESUS MOREIRA'],CH,0,CH,1,0,2.99,0,3.09,146,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 50, 'nullVotesPercentage': 1.02, 'numberParishes': 1, 'numberVoters': 4884, 'percentageVoters': 51.97}",São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97
572,['ANTONINO LUÍS PEREIRA COSTA'],PCP-PEV,0,PCP-PEV,1,0,4.69,0,4.85,229,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 50, 'nullVotesPercentage': 1.02, 'numberParishes': 1, 'numberVoters': 4884, 'percentageVoters': 51.97}",São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97
573,['BRUNO SOUSA COSTA'],PPD/PSD,0,PPD/PSD,1,2,29.75,0,30.8,1453,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 50, 'nullVotesPercentage': 1.02, 'numberParishes': 1, 'numberVoters': 4884, 'percentageVoters': 51.97}",São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97
574,['VITOR MANUEL MARTINS GUERREIRO'],PS,1,PS,1,3,58.56,1,60.62,2860,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.38, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 50, 'nullVotesPercentage': 1.02, 'numberParishes': 1, 'numberVoters': 4884, 'percentageVoters': 51.97}",São Brás de Alportel,Faro,0,116,2.38,,False,50,1.02,1,4884,51.97
575,['JOSÉ MANUEL BAPTISTA DO CARMO'],B.E.,0,B.E.,1,0,2.35,0,2.43,284,"{'availableMandates': 0, 'blankVotes': 248, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 128, 'nullVotesPercentage': 1.06, 'numberParishes': 6, 'numberVoters': 12063, 'percentageVoters': 54.16}",Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16
576,['PEDRO RAFAEL DE OLIVEIRA FERREIRA'],CH,0,CH,1,0,4.79,0,4.95,578,"{'availableMandates': 0, 'blankVotes': 248, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 128, 'nullVotesPercentage': 1.06, 'numberParishes': 6, 'numberVoters': 12063, 'percentageVoters': 54.16}",Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16
577,['ELISABETE ALEXANDRA VIEGAS ROMÃO'],PCP-PEV,0,PCP-PEV,1,0,3.33,0,3.44,402,"{'availableMandates': 0, 'blankVotes': 248, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 128, 'nullVotesPercentage': 1.06, 'numberParishes': 6, 'numberVoters': 12063, 'percentageVoters': 54.16}",Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16
578,['DINIS MANUEL DA PALMA FAÍSCA'],PPD/PSD,0,PPD/PSD,1,3,42.69,0,44.07,5150,"{'availableMandates': 0, 'blankVotes': 248, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 128, 'nullVotesPercentage': 1.06, 'numberParishes': 6, 'numberVoters': 12063, 'percentageVoters': 54.16}",Tavira,Faro,0,248,2.06,,False,128,1.06,6,12063,54.16
